191876874,1654967651.659 1654969186.299 1654969186.781 1654970437.196 1655099425.788 1655136801.773 1655136981.684 1655139571.348 1655157542.326
191877456,1654967953.050 1654969666.511 1654969667.237 1654970441.385 1655099417.323 1655137975.138 1655140277.298 1655143841.584 1655156267.030
191877510,1654967953.525 1654969716.115 1654969716.759 1654970444.887 1655111177.169 1655139604.239 1655141074.861 1655144743.188 1655156261.626
191877744,1654968252.802 1654969890.049 1654969890.612 1654970455.903 1655111180.371 1655138187.619 1655139119.942 1655144083.408 1655157535.067
191877860,1654968253.104 1654969991.401 1654969992.145 1654970460.446 1655111179.773 1655138638.345 1655140864.170 1655147899.797 1655157557.470
191877876,1654968253.337 1654970006.490 1654970007.011 1654970461.856 1655111180.563 1655139601.045 1655140803.543 1655146698.233 1655156620.443
191877911,1654968253.538 1654970036.471 1654970036.934 1654970462.856 1655111179.858 1655138638.531 1655140863.211 1655148472.484 1655157575.605
191878046,1654968553.382 1654970136.919 1654970466.264 1655111180.842 1655138939.549 1655139118.323 1655144082.677 1655158049.013
191878070,1654968553.070 1654970150.445 1654970151.435 1654970466.770 1655067650.732 1655122695.896 1655122696.309 1655131888.150 1655157578.361
191878180,1654968553.217 1654970214.285 1654970214.770 1654971666.967 1655111181.709 1655139630.542 1655142095.660 1655147888.016 1655156272.108
191878287,1654968553.610 1654970289.585 1654971670.081 1655111182.685 1655139630.337 1655139690.730 1655143902.213 1655156887.201
191878726,1654968854.404 1654970623.130 1654970623.731 1654971712.371 1655111187.717 1655139449.785 1655139570.772 1655140277.645 1655157077.072
191878844,1654969152.058 1654970714.005 1654970714.704 1655111189.098 1655137192.605 1655140325.134 1655144653.116 1655158070.139
191878934,1654969152.534 1654970764.791 1654970765.356 1654971720.666 1655068101.798 1655159729.637 1655159730.171 1655162585.522 1655176044.381
191878971,1654969152.507 1654970794.858 1654970795.448 1654971722.329 1655111189.978 1655137133.050 1655139450.545 1655143299.702 1655157064.180
191879198,1654969451.726 1654970978.992 1654970979.519 1654971732.080 1655111190.968 1655140383.192 1655140863.565 1655148775.714 1655157603.804
191879384,1654969453.058 1654971085.215 1654971085.917 1654971707.518 1655111192.596 1655140804.442 1655141225.638 1655147811.579 1655157618.952
191879413,1654969453.313 1654971110.303 1654971111.119 1654971709.143 1655111193.295 1655140472.482 1655143571.163 1655148231.605 1655156273.295
191879786,1654969753.269 1654971350.593 1654971351.223 1654971724.808 1655067687.926 1655175686.264 1655175686.479 1655179030.208 1655181935.206
191879840,1654969753.131 1654971388.011 1654971388.800 1654971727.149 1655111194.824 1655142997.198 1655146215.530 1655148652.295 1655157559.864
191879842,1654969753.583 1654971388.897 1654971389.469 1654971727.424 1655067689.308 1655122323.847 1655122324.010 1655126308.345 1655157609.174
191879978,1654969754.281 1654971483.540 1654971484.078 1655111196.301 1655142697.379 1655146577.077 1655157586.876
191879979,1654969754.196 1654971484.845 1654971485.508 1654972780.223 1655111196.222 1655140325.420 1655141465.748 1655144743.625 1655156843.894
191880113,1654970051.798 1654971582.274 1654972783.135 1655111181.651 1655140862.982 1655141286.040 1655144803.511 1655156282.904
191880430,1654970053.471 1654971808.877 1654971809.649 1655111183.688 1655139450.116 1655139749.797 1655146852.901 1655157620.140
191880546,1654970352.475 1654971899.597 1654971901.450 1655111184.435 1655139329.397 1655140236.793 1655147089.345 1655157673.884
191880556,1654970352.411 1654971908.219 1654971908.847 1654972799.256 1655111184.876 1655140204.116 1655144353.243 1655146667.982 1655157543.588
191880588,1654970352.679 1654971932.058 1654971932.814 1654972799.892 1655111184.789 1655139361.237 1655140021.475 1655146217.547 1655157605.860
191880751,1654970353.279 1654972049.101 1654972049.639 1654972802.848 1655111185.705 1655140713.852 1655141975.589 1655146852.519 1655157604.525
191880754,1654970353.325 1654972051.722 1654972802.903 1655111185.884 1655140623.872 1655141919.665 1655146277.012 1655157062.364
191881098,1654970653.482 1654972290.770 1654972291.499 1654972809.799 1655111187.849 1655140742.819 1655140743.936 1655143991.525 1655156285.069
191881101,1654970653.493 1654972294.132 1654972294.657 1654972809.885 1655067704.778 1655124891.204 1655124891.763 1655126758.902 1655157596.319
191881287,1654970653.982 1654972418.205 1654972418.907 1654972814.283 1655111189.315 1655140276.309 1655140354.527 1655146878.376 1655157002.707
191881310,1654970654.462 1654972441.011 1654972441.927 1654972790.275 1655111189.547 1655148441.906 1655149768.247 1655150611.323 1655156834.169
191881364,1654970952.267 1654972483.238 1654972792.036 1655111189.976 1655148563.958 1655150099.878 1655151427.374 1655158051.756
191881561,1654970952.829 1654972609.852 1654972610.534 1654974042.120 1655111191.256 1655140954.771 1655141014.552 1655149527.798 1655157598.412
191881601,1654970953.079 1654972624.848 1654972625.387 1654974042.636 1655111191.248 1655141406.020 1655141406.273 1655149561.291 1655158019.872
191881636,1654970953.505 1654972649.520 1654972650.369 1654974043.149 1655111191.674 1655140111.957 1655141105.709 1655147569.660 1655157037.003
191881793,1654971252.406 1654972771.367 1654972771.915 1654974047.065 1655111192.836 1655140236.888 1655141825.686 1655147659.881 1655156974.130
191881936,1654971252.513 1654972858.280 1654972858.800 1655067712.996 1655160240.135 1655160240.445 1655162434.562 1655181319.505
191881971,1654971252.604 1654972877.946 1654972878.464 1654974055.161 1655111193.988 1655141767.063 1655142187.365 1655147149.727 1655156677.674
191882207,1654971552.311 1654973068.064 1654973068.828 1654974065.820 1655111196.008 1655141735.663 1655142456.534 1655146576.515 1655158037.165
191882218,1654971552.064 1654973080.191 1654973081.319 1654974067.250 1655111196.261 1655142127.207 1655142817.173 1655146967.843 1655157606.111
191882249,1654971551.739 1654973090.289 1654974067.726 1655111196.223 1655141767.806 1655142157.092 1655146576.451 1655157644.827
191882274,1654971552.870 1654973108.340 1654973109.319 1654974068.654 1655111197.736 1655141015.409 1655142697.322 1655146637.326 1655157156.924
191882460,1654971553.362 1654973239.051 1654973239.763 1654974076.723 1655111197.560 1655142248.135 1655143871.489 1655148713.273 1655157653.580
191882591,1654971554.956 1654973322.599 1654973323.691 1654974049.098 1655067729.260 1655173555.305 1655173555.632 1655179393.730 1655181958.922
191882601,1654971553.326 1654973329.375 1654973330.009 1654974049.510 1655067729.132 1655123117.055 1655123177.065 1655131812.624 1655157633.051
191882713,1654971852.570 1654973413.172 1654973413.703 1654974054.553 1655111210.115 1655142877.665 1655144983.829 1655149769.365 1655157214.610
191882724,1654971852.617 1654973416.114 1654973416.660 1655111209.103 1655142277.859 1655145014.271 1655149840.099 1655156319.798
191882762,1654971852.133 1654973437.312 1654973437.871 1654974056.195 1655068114.356 1655141195.289 1655141195.723 1655143510.338 1655158043.050
191882778,1654971852.437 1654973448.875 1654973449.672 1654974056.846 1655111210.012 1655145013.954 1655145014.246 1655149317.969 1655156866.185
191882876,1654971852.911 1654973530.062 1654973530.662 1654974060.912 1655111209.997 1655142216.960 1655142306.572 1655146576.989 1655156929.500
191883042,1654972152.522 1654973678.129 1654973678.616 1654974069.159 1655111211.467 1655142727.504 1655143117.452 1655145857.405 1655157659.363
191883075,1654972151.787 1654973683.289 1654973683.823 1654974197.876 1654974342.965 1655136922.693 1655136923.025 1655144983.936 1655156456.305
191883224,1654972152.350 1654973792.039 1654973792.532 1654974075.017 1655111212.932 1655142907.154 1655147568.829 1655148743.757 1655157605.774
191883444,1654972452.244 1654973974.261 1654973974.697 1654975096.995 1655111214.204 1655147900.146 1655147961.279 1655148744.407 1655157615.122
191883453,1654972451.890 1654973977.314 1654975097.917 1655111214.120 1655148442.453 1655148501.106 1655151336.401 1655157643.476
191883464,1654972451.689 1654973977.231 1654973977.984 1654975097.335 1655111214.121 1655148081.407 1655148115.278 1655149409.161 1655156292.136
191883534,1654972452.313 1654974029.631 1654974030.190 1654975099.092 1655111215.360 1655146546.395 1655148230.581 1655150700.792 1655157679.607
191883576,1654972452.661 1654974058.594 1654974059.415 1654975099.566 1655067998.335 1655167665.877 1655167666.144 1655175722.180 1655178237.981
191883623,1654972452.777 1654974099.152 1654974099.626 1654975100.096 1655067757.043 1655122319.196 1655122319.418 1655131886.790 1655157076.529
191883631,1654972453.403 1654974107.520 1654974108.204 1654975100.475 1655111215.875 1655147209.828 1655148261.198 1655150791.615 1655157648.159
191883813,1654972454.345 1654974237.036 1654974237.632 1654975127.182 1655111216.627 1655150038.561 1655151336.090 1655152268.313 1655157637.078
191883898,1654972753.220 1654974301.334 1654974303.224 1654975130.620 1655111217.488 1655148953.423 1655152177.841 1655152989.852 1655157662.562
191883900,1654972751.978 1654974301.852 1654974303.255 1655111217.661 1655149316.366 1655151425.077 1655152658.441 1655156345.985
191883951,1654972752.035 1654974338.095 1654974338.666 1654975132.395 1655111217.746 1655148985.057 1655151335.970 1655152479.251 1655157054.906
191884006,1654972752.281 1654974382.207 1654974383.454 1654975133.579 1655111218.087 1655147299.328 1655147689.055 1655151366.380 1655157672.669
191884284,1654973051.952 1654974604.311 1654974604.764 1654975140.096 1655111219.767 1655149227.519 1655149228.923 1655150160.299 1655157647.593
191884300,1654973051.941 1654973064.360 1654973064.853 1654974065.494 1655111196.345 1655141706.144 1655142277.338 1655146636.823 1655157219.519
191884341,1654973052.602 1654974634.278 1654974634.766 1654975140.875 1655067726.858 1655123297.996 1655123298.471 1655127331.187 1655157032.602
191884405,1654973052.594 1654974671.746 1654974672.390 1654975142.194 1655067729.213 1655141737.900 1655141797.947 1655150130.872 1655157641.423
191884495,1654973053.104 1654974743.092 1654974743.616 1654975144.121 1655111220.471 1655150009.072 1655163458.459 1655163667.895 1655181364.122
191884502,1654973052.918 1654974747.428 1654974748.201 1654975144.482 1655067732.939 1655138037.085 1655138037.281 1655149647.955 1655157693.927
191884725,1654973352.150 1654974904.436 1654975126.731 1655111221.785 1655147510.952 1655148383.021 1655149318.438 1655156296.638
191884774,1654973347.913 1654973350.583 1654973351.086 1654974050.554 1655111209.273 1655143962.729 1655144262.650 1655148382.987 1655158169.706
191885144,1654973652.272 1654975211.183 1654975211.671 1654976392.130 1655111210.539 1655148832.851 1655149587.742 1655152268.577 1655156662.624
191885247,1654973652.699 1654975277.651 1654975278.189 1654976393.983 1655068005.047 1655175030.760 1655175090.888 1655176989.398 1655179342.239
191885257,1654973653.217 1654975290.359 1654975291.299 1654976394.480 1655111210.609 1655142547.102 1655143903.018 1655145705.246 1655157667.153
191885385,1654973653.692 1654975382.081 1654975382.644 1654976397.102 1655111211.252 1655142697.620 1655142878.422 1655146576.609 1655157678.907
191885432,1654973654.054 1654975409.058 1654975409.582 1654976398.204 1655111211.516 1655142637.778 1655146817.495 1655156348.691
191885500,1654973951.749 1654975478.979 1654975479.522 1654976400.348 1655111211.802 1655147540.968 1655148110.292 1655149979.162 1655157651.616
191885503,1654973951.837 1654975478.064 1654975478.628 1654976400.755 1655111212.234 1655146937.356 1655147029.747 1655147479.027 1655157705.153
191885611,1654973952.376 1654975549.988 1654975550.449 1654976405.169 1655111212.583 1655147239.640 1655148080.019 1655149738.469 1655157654.350
191885619,1654973952.600 1654975555.794 1654975556.335 1654976405.919 1655068006.701 1655132531.302 1655132532.489 1655134425.246 1655156631.255
191885703,1654973953.210 1654975636.709 1654975637.546 1654976404.423 1655067769.301 1655129614.574 1655129674.592 1655134546.096 1655157704.406
191886155,1654974253.870 1654975965.060 1654975965.862 1654976415.844 1655111216.114 1655149317.299 1655149408.886 1655151120.438 1655156620.073
191886569,1654974552.966 1654976255.766 1654976256.234 1654977620.366 1655111218.205 1655149288.676 1655150730.400 1655151606.689 1655157055.074
191886694,1654974851.520 1654976376.568 1654976377.290 1654977623.230 1655111220.131 1655148382.481 1655148413.539 1655151060.734 1655156625.880
191886721,1654974851.909 1654976392.551 1654977623.951 1655111219.503 1655149648.720 1655149737.469 1655157064.324
191886864,1654974852.677 1654976502.074 1654976502.477 1654977627.254 1655128504.145 1655128504.437 1655130456.271 1655158120.482
191887132,1654975152.144 1654976702.990 1654976703.657 1654977658.770 1655116027.205 1655154883.311 1655155003.895 1655158165.978 1655181370.352
191887153,1654976721.907 1654976722.368 1654977659.366 1655067796.582 1655122575.914 1655122576.279 1655125826.390 1655157682.737
191887362,1654975153.314 1654976865.560 1654976866.028 1654977664.007 1655116028.077 1655151181.432 1655168658.006 1655168958.350 1655176048.524
